lng_wgs84,lat_wgs84,value
118.93624360873902,32.09772194636286,2
118.91388974133964,32.14572807594447,1
118.91298713099997,32.10826358111946,2
118.91029594523006,32.1128638489734,3
118.90308133012954,32.09303392400112,2
118.94071355385454,32.151318931237284,2
118.98180824543748,32.132516782220186,1
118.96209714951988,32.08586245186277,2
118.98987365615578,32.15304711803779,3
118.9308918801513,32.10300287427489,1
118.94695793527868,32.14760194293527,4
118.98449695455874,32.14013181583934,3
118.9808821751546,32.08586682775469,3
118.996158531342,32.10017274582076,1
118.9532057828888,32.13241280836986,4
118.93804767908384,32.12452077098923,14
118.8940615997372,32.087040264469074,4
118.89587650696612,32.100017347723,4
118.96927325116596,32.129504395425265,5
118.9093950195268,32.14956726244142,2
118.90308666025852,32.099154335304995,12
118.99344716959077,32.075742532369425,1
118.89226431462328,32.0970164224189,2
118.89586652416764,32.08777638154707,3
118.96748562936266,32.13026289820213,2
118.94337652395004,32.162825171328016,6
118.98449522781924,32.143189247353305,4
118.92106604531622,32.14115227483227,1
118.90760490905572,32.13658602247969,4
118.90218258350475,32.09533950182207,10
118.89135301918532,32.085555898036084,2
119.0024671416888,32.14439405863476,5
118.98447069385496,32.087359037144694,2
118.89586512399396,32.085481136911014,2
118.96480543179555,32.12948359125269,1
118.93356669843875,32.09844801990189,4
118.9228373298028,32.095276286170346,3
118.93983238777814,32.12837261414097,4
118.95408673157712,32.108718398854684,1
118.92285134923796,32.14880500159324,1
118.95139183904624,32.08343229407614,4
118.95229309610528,32.161442017518034,1
118.96212589844112,32.136343292334146,3
118.95676902985524,32.11793323045827,1
118.99258130117188,32.1293051123721,1
118.96926761052792,32.14555761330972,1
118.92553888642902,32.145003596348346,1
118.92464986531336,32.129707678290764,4
118.95498275595736,32.11408527352743,10
118.94071282558072,32.15208311594078,1
118.92373859879288,32.10216754801548,3
118.96390495827336,32.14782328106184,1
118.94606101996722,32.10629713970701,2
118.9201569211161,32.102147906861084,5
118.9237364894084,32.09987249638318,2
118.97819532797632,32.08894770345493,1
118.92375102227456,32.14269675031432,1
118.9291146420491,32.11445582342461,1
118.97284434429984,32.114212476859215,1
118.94695041323742,32.10401702783835,1
119.0051563251842,32.15503466370325,1
118.89316488436285,32.09470598145704,5
118.95053034825423,32.13619448914879,1
118.95051966862007,32.1522450531487,2
118.91119859740547,32.14115074881862,1
118.97106121586502,32.12644888605545,8
118.98718248852556,32.15003186087584,5
118.93178053150264,32.1603547437342,1
118.91478988094704,32.14190517452928,1
118.90488265370696,32.09378003336692,2
118.98987513335422,32.15151875835652,7
118.96567151322212,32.08971452707473,1
118.8967671113476,32.085467222733534,3
119.00157137921104,32.123007250680985,4
118.92642434226777,32.15494624245221,2
118.89135392971735,32.087086061998974,4
119.00427050193936,32.135946955784355,2
118.97553333605208,32.120324756245154,2
118.95409735988794,32.13319026404857,2
118.92284353824871,32.102161590160506,1
118.97464044847428,32.13409113585677,6
118.94249075712766,32.15746169199221,1
118.94159577754372,32.16050322099293,3
118.9344606910784,32.15886316190122,1
118.94696504410652,32.133843216455745,1
118.9898772229242,32.14922613362116,4
118.9156876145873,32.1411402199578,1
118.9003840202773,32.09918723238952,7
118.93624030414726,32.0938966822748,5
118.93714639160152,32.150497590053135,1
118.92821468976568,32.106796996280806,2
118.99797060628995,32.14372487069091,7
118.95051558749708,32.10330986150034,2
118.95409708674106,32.13471927342404,1
118.9791189383717,32.13253965080348,7
118.91477415424298,32.09908021830641,12
118.94249836220554,32.14982010220542,1
118.91658371166724,32.11743820060684,8
118.90669497747352,32.15187930484564,3
118.9371563240988,32.128330059336946,2
118.94247581380915,32.08099077010451,1
118.94428348546124,32.147557265529244,4
118.93713193544984,32.09314528383452,3
118.99254865967195,32.07728916449402,1
118.94072411541497,32.12762258664821,1
118.90940343656024,32.12434070782548,8
118.94071208184408,32.1528472896337,3
118.94963862234376,32.13694478050809,4
118.91119307254152,32.148793641259886,1
118.96210435376614,32.095808379919,2
118.95765612556109,32.111060656634564,7
118.90489296929633,32.1052554372405,6
118.95142134719168,32.13773728327846,2
118.97553555990216,32.1264424465987,4
118.93893969768426,32.12453496757128,3
118.9818080301592,32.134045821610776,1
118.97016719946735,32.12797706211854,16
118.904005335621,32.1366187576101,1
118.95141122667324,32.10791362214381,3
119.00247215293952,32.12834053062646,9
118.94962754744908,32.10712060047289,3
118.90488597085805,32.097605303040545,9
118.91299452797448,32.141908640970726,1
118.96748072660247,32.11649812332881,5
118.96480515576872,32.12718973948916,5
118.92196298472506,32.12204327855976,8
118.95498039198742,32.111025714772765,14
118.9648052778466,32.127954371597504,6
118.9532045084998,32.13776418401325,6
118.94963962093728,32.13235784217214,21
118.97463879309468,32.12185715498427,4
118.99256976440992,32.15223642863507,6
118.98988433099257,32.122469678678364,1
118.92821244427738,32.15496393207096,1
118.9156839926336,32.146490383134626,1
118.93981126832294,32.09701312545026,3
118.9612054347955,32.08738428225597,4
118.95855707833049,32.131719327938065,2
118.95050751130827,32.163706675946884,2
118.9040050658608,32.13738319480744,3
118.98895514542738,32.07735010852321,1
118.899477410537,32.09307888239198,2
118.98987852016911,32.14769765722121,4
118.93358649088556,32.12827743243031,1
118.95409101553324,32.11407273683006,18
118.89950184236233,32.13285109996679,2
118.90040195957012,32.13742588484309,1
118.9398138905808,32.158945728272855,2
118.92105550455724,32.10521172853857,6
119.00426859983877,32.14053344987708,2
118.99434594000662,32.07496053567996,2
118.9290974125862,32.094566447460586,1
118.9460727963462,32.136886286536416,5
118.89948135634742,32.09766921801991,2
118.98091140299432,32.13405420684785,4
118.97016707763598,32.13409358045902,14
118.96212675130374,32.130227134408194,6
118.95855692723852,32.133248397533265,1
118.9380480775226,32.12605010937865,25
118.91836390816948,32.101377382754315,8
118.89859947424956,32.13668607896081,1
118.93624094415804,32.094661742882046,5
118.95587972749298,32.13780176083413,6
118.93625680225423,32.147427023816455,3
118.90850385999585,32.12281709449506,6
118.99797510263193,32.12843565278809,2
118.964801956147,32.11877784092778,1
118.98629357869709,32.135522016499145,7
118.89317245247663,32.10312135807957,3
118.9030929820896,32.15344298008417,2
118.975514322393,32.096611839228444,2
118.8931606976488,32.089350489387165,9
118.9084996941768,32.1449875473104,1
118.89496489004658,32.08855576461598,1
118.94963260245936,32.11323996696958,2
118.91835251820608,32.08760638648594,4
118.9282246294336,32.13967885555952,1
118.90218324804096,32.096104556160675,2
118.99797243757764,32.14066749493828,1
118.94695879304136,32.11396117362268,2
118.9701624843822,32.11650609471968,1
118.92195325134712,32.15185653999988,1
118.91209806588856,32.138854011943366,1
118.923732391173,32.09528224433137,4
118.97642839786022,32.11955628827769,2
119.00156956617523,32.14135608700766,3
118.9210678289766,32.13733030783538,1
118.96120642227076,32.08891443947806,3
118.91657340494524,32.10443483711502,12
118.97464075541052,32.13026842451675,8
118.9398320117281,32.12607871689209,13
118.90670642556177,32.13047716712025,1
119.00516956524191,32.122929478626105,1
118.92285384176829,32.14574800182482,2
118.98626512044235,32.08657073964854,2
118.90130388889196,32.12594621561566,12
119.00336668394634,32.14437462207662,1
118.93000525715712,32.110641667931965,2
118.95228810526989,32.0910966969055,2
119.0069673320815,32.14047506555512,3
118.9371332024306,32.094675408259896,2
118.94338645620284,32.10625234275467,7
118.8985714948168,32.08697084671596,23
118.91029170291792,32.15185478315233,1
118.99797202002112,32.1414318599074,6
118.91297225274022,32.09143313644154,7
118.95052111089566,32.15071667214689,3
118.98629072598088,32.11869998978286,2
118.93623725060208,32.166530073383306,1
118.91837206654814,32.1105569905426,5
118.943397977847,32.13760592931562,2
118.949639531136,32.13312236949115,8
118.89317033977063,32.1008263227727,6
118.91657059294702,32.10137483515085,5
118.94070865212872,32.10314791611929,10
118.95676807233686,32.11640359227531,4
118.90760594443124,32.13123454136459,1
118.92642170231376,32.10142438627654,2
118.9201610963644,32.106737817218004,4
118.89407206935851,32.10004631231771,1
118.91389085238676,32.144199498999654,1
118.98539604723318,32.13553396368855,2
118.91478892005593,32.14343383299289,3
118.91927283806248,32.14343831170569,1
118.91836461297062,32.10214239377558,11
118.94427663652866,32.10473733655857,6
118.94518131496612,32.13687138188425,1
119.00515472344108,32.156562921054416,1
118.9112002964888,32.12280190765645,1
118.97640939271012,32.1623620801013,1
118.9183696352642,32.15184261419036,2
118.91836878905332,32.106732304537736,18
118.92463457977072,32.15569515876502,6
118.99437263423673,32.146089203801615,2
118.94963736580652,32.12088815014296,12
118.89496833629428,32.09314620772162,4
118.9898546046262,32.0819261456605,1
118.89496712054918,32.09161606870864,10
118.94606518274963,32.149115589603944,1
118.92195734469765,32.147271259246814,3
118.914790735001,32.140376459945465,1
118.89497436203492,32.10003165133333,1
118.9264136031458,32.164879311934975,1
118.9773262838826,32.12490492090758,1
118.99167465508872,32.148431401713616,4
118.93358592690458,32.12521887289582,2
118.97643101792995,32.126438752097535,6
118.9746396718841,32.1241513110576,3
118.95231396484002,32.13392856029777,3
118.95588090291204,32.12786290568588,1
118.92821322676724,32.1541997899332,6
118.91297055081291,32.089137912417975,3
118.91747656550498,32.148019930647315,1
118.92910377642993,32.1572660190376,1
118.97464057192734,32.12797461760294,6
118.98629184497663,32.14010859789048,3
118.91117264774113,32.08684912990212,5
118.92195173199956,32.105981266887206,4
118.93802868839546,32.09851459956334,3
118.94516884647246,32.105517261831,6
118.9416058437823,32.10928239069584,5
118.99347696129088,32.11934766408153,1
118.96123105160774,32.11951325380955,3
118.97284805601797,32.14097444944628,4
118.99617684739243,32.13000124676919,2
118.90668854500584,32.100649050077955,11
118.90308459476408,32.09685921336616,2
118.97195530578932,32.12491986050029,7
118.92017067962496,32.140384061425806,2
118.97643129037948,32.127968030908235,5
118.89950157574027,32.13438010944206,1
118.97641112183368,32.09813823621683,1
118.91479229272284,32.12355668881395,6
118.995251751364,32.0910098287019,1
118.9362640719519,32.128316395197714,12
118.901287210758,32.101470774526454,6
118.97105817298798,32.11880163508455,10
118.94607387805812,32.130770248151386,2
118.9728485155116,32.121095782644105,2
118.96390645807298,32.11494737933637,1
118.95141188874602,32.108678567930866,6
118.91209934125548,32.12509238096784,1
118.92642274557576,32.1564744974646,1
118.89678060646186,32.102298487587426,1
118.93981715515515,32.155889289894816,1
118.9755360159384,32.131030104687895,1
118.99977366357268,32.12763354692227,6
118.98897696108556,32.15153318625045,2
118.94693376850118,32.08183039385829,1
118.94428889915773,32.13914970610385,1
118.91119718245066,32.11668376610294,9
119.01055510406358,32.15339121747445,2
118.95142207527005,32.1354439264464,10
118.90849297934942,32.106755319958175,7
118.89316239781282,32.0916457150267,5
118.97820063461164,32.095833311435115,1
118.98177880212263,32.08585844281566,4
118.96837826374278,32.13714693224075,3
118.97374550849544,32.12797670624489,7
118.97285036846974,32.12644871302767,10
118.96926933663852,32.11803384598858,3
118.91479309726708,32.1266153669029,9
118.9121000154873,32.12968013251,4
118.97105899038034,32.12033119542327,6
118.979118723065,32.134068690180776,7
118.93626329544588,32.12449315932564,7
118.94605824733482,32.10323720230733,1
118.95319697993855,32.111000249092,3
118.9300118602262,32.120584544931866,23
118.95409669127012,32.13624822272852,7
119.00517046386908,32.12598821127372,2
118.94249903806832,32.149055882780594,2
118.8994820451205,32.0984342588914,4
118.98180695780005,32.137868157791054,4
118.98269639337131,32.149323896670744,2
118.94696425738856,32.13690111527058,7
118.92372866804531,32.09069185189203,1
118.93000128223004,32.15345562453231,7
118.99257258419792,32.14917961846005,5
118.96031797927807,32.09426098410029,1
118.94607385043363,32.13153480566537,2
118.91120170957804,32.13044830614713,8
118.89316361329884,32.093175854134444,7
118.96391221960972,32.127948035004,7
118.9988708694219,32.1421775843026,3
118.99347061853096,32.149927352525275,1
118.9021923052995,32.15345337333228,2
118.94515025463974,32.08027049750597,1
118.95765354664294,32.10800093222082,2
118.96659161171182,32.1264356372781,2
118.94785676432964,32.13156435063176,2
118.99524492587148,32.07570827295807,2
118.95944767296238,32.12255377389014,2
118.99437887191613,32.13080086039628,1
118.945178398207,32.117755627992,2
118.9567716315522,32.13781341770486,3
118.96748544469696,32.127969091188895,3
118.9782223363395,32.1356037460625,6
118.988082327625,32.14772592935165,6
118.94962744281273,32.15299506595928,1
118.9344699342688,32.14969337248585,2
118.94428976872568,32.123858710803056,3
118.9048873544413,32.09913537926145,14
118.89135657319682,32.090911454032984,2
118.98808947933826,32.127086048870446,5
118.91120081330634,32.1243313047786,11
118.9076036545146,32.13964368295166,1
118.9308840079347,32.16339969894034,3
118.9567723616412,32.13552006090135,2
118.91478181807334,32.10749516845942,2
118.9514131812963,32.11020843081763,5
118.9764282850476,32.14172885336591,1
118.90580212795584,32.14348047886297,1
118.90670631542336,32.128183403324854,6
118.9398244716133,32.14824748667765,3
118.9549816054272,32.11255551608078,12
119.0060664254561,32.142787529379945,4
118.91657270510154,32.10366984755639,41
119.00156466495194,32.148234757478214,4
118.94428132576051,32.11009201825754,6
118.923743601159,32.15186776503992,1
118.96748121490296,32.11726294847949,1
118.94071344594656,32.108502719876626,3
118.98359977310452,32.14014239070869,3
118.98448547245012,32.15465276196056,1
118.9084788576511,32.0906897028706,7
118.97642983187184,32.1226153010598,8
118.99075142943678,32.075790549195816,1
118.93981553782996,32.15741752683598,4
118.90667603030003,32.08458273864693,1
118.98180423066884,32.14321881354642,3
118.95854944855402,32.11260111491632,4
118.956772696771,32.133991081622064,1
118.9228442422058,32.10292659416828,24
118.9335865924126,32.12980662292663,12
118.90670509555169,32.13735764318231,9
118.96480277457091,32.12030740144447,6
118.9112016849504,32.13121286390084,4
118.91299666733444,32.12279544961431,5
118.98808103019051,32.149254405717286,3
118.98629103621104,32.1416373419282,10
118.92016193810744,32.15184812621815,5
118.96212183916413,32.11646235828822,3
118.97106058786773,32.12415485826232,3
118.98807746294544,32.15307539004317,2
118.96034157635395,32.12868066652413,1
118.93624140741836,32.16270987311417,1
118.969268381913,32.116504208287225,4
118.95497847296812,32.108730935730804,3
118.95854823615927,32.1110713138016,5
118.96123062996485,32.11874846687827,7
119.0069522457476,32.158052256823744,1
118.95142261993416,32.132385907585686,3
119.00427049618078,32.1244783731884,1
118.93983248763736,32.12990180448155,9
118.91658273155232,32.144197685852504,2
118.89767137451553,32.08927913105309,9
118.94071629162272,32.14826207678792,1
118.92553152151892,32.153410020875185,2
118.95318610357836,32.09876055591686,1
118.98629284473743,32.13781537348328,6
118.99077287883996,32.10792262986324,1
118.89677919748873,32.100768457538905,2
118.94515958227196,32.1628550620816,1
118.96209804947485,32.08739261240161,1
118.93537178954531,32.129832238159786,13
118.90040240056514,32.124428407356525,9
118.95765903662743,32.11488507660346,10
118.90488395032092,32.09531015319055,4
118.99886990063966,32.143706244257594,11
118.9835989641616,32.141671134707146,1
118.93892280598122,32.158167220662975,1
119.00246988331251,32.139807994007114,3
118.901290719259,32.10529576088263,1
118.99977338924867,32.12610426799301,1
