lng_wgs84,lat_wgs84,value
118.9273256456492,32.14731287659314,1
118.98987365615578,32.15304711803779,5
118.94339824947424,32.13684149190169,6
118.9469633418696,32.12160923115376,1
118.90040012399788,32.11907527101048,7
118.9291021596436,32.0999217555784,1
118.9460493834527,32.16439806507864,1
118.95677253276526,32.126345283485634,3
118.9836005106475,32.1225575821104,6
118.98806432655968,32.09190043338699,5
118.9317763419808,32.16417503729182,1
118.90490492361552,32.1220824330777,4
118.89679204994847,32.11606721255816,1
118.91566490332916,32.09142906910817,1
118.9496308027853,32.110945280839736,7
118.9030801135605,32.091503785439215,8
118.9255205273305,32.093766047634155,1
118.9183805824483,32.1258528092818,9
118.93178085829152,32.09842404954312,5
119.007860921242,32.1488630231588,1
118.9380363409221,32.10692961883052,5
118.95763298822548,32.080459288905004,2
118.96122030634184,32.15467801891988,1
118.92374133175018,32.15416025310232,1
118.93000923887858,32.115995781280965,3
118.91656848781524,32.099079764181546,14
118.99797354647414,32.12231830544319,1
118.92464149309762,32.111353681190174,9
118.9594444097251,32.11643553522526,4
118.94426807372126,32.162840117891434,9
118.93001413119774,32.12823137823041,7
118.94248076258576,32.16663046006924,1
118.96123414267883,32.13021880530995,7
118.9282112230557,32.10297209158076,15
118.9344540015677,32.164975663751264,1
118.94338071120072,32.15900480564822,2
118.91836813613897,32.153370949797086,1
118.89857414089413,32.09079623791644,5
118.93001253758408,32.12211402584952,34
118.9057766728389,32.085355681252295,2
118.92372555721975,32.086101383224126,2
119.005170071424,32.12445887374115,7
119.0069660005076,32.142768118402415,1
119.00426624835524,32.14435513528391,4
118.97106167270128,32.130271971871295,3
118.94426556412184,32.1651322556892,4
118.94161200169714,32.142926831295924,2
118.986282645614,32.15233705324037,3
118.89496438018996,32.08779068476293,13
118.92463201936827,32.10064415190707,12
118.9880835397382,32.146197402748854,1
118.91298778793758,32.10902851882302,1
118.98001462846749,32.13559081281698,4
118.95674293795858,32.085038599398494,2
118.91746517143572,32.15948225223048,1
118.90309157891826,32.10450941157946,11
118.93001415691388,32.13205424178159,10
118.89857302417742,32.08926608577707,8
118.9505311049096,32.132372003092954,1
118.95229936683964,32.10410237651223,1
118.8985714948168,32.08697084671596,46
118.91027561372036,32.08914870416669,14
118.9451767730121,32.14527940130522,3
118.98807353773348,32.15689610704593,2
118.95498791168264,32.13778964867178,3
118.99796953608424,32.145253476163944,6
118.9907796922366,32.143861257290105,3
118.92017337310232,32.12968140960234,2
